facility_id,facility_name,facility_type,district,mandal,village,latitude,longitude,department,source_layer,record_completeness_pct
TG-18-377,SubCentre Metpalli II (Indiranagar),Sub Centre,Jagtial,Metpalli,Metpalli,18.855285,78.632047,,Health Sub Centre,100.0
TG-18-378,SubCentre Metpalli III (Muslimpura),Sub Centre,Jagtial,Metpalli,Metpalli,18.846096,78.622397,,Health Sub Centre,100.0
TG-18-429,SubCentre Mohanraopet,Sub Centre,Jagtial,Korutla,Mohanrao Peta,18.814018,78.779697,,Health Sub Centre,100.0
TG-18-431,SubCentre Muthayampet,Sub Centre,Jagtial,Mallial,Muthyampeta,18.689914,78.93731,,Health Sub Centre,100.0
TG-18-520,SubCentre Mythapur,Sub Centre,Jagtial,Raikal,Mahitapur,18.885985,78.808365,,Health Sub Centre,100.0
TG-18-379,SubCentre Nachupally,Sub Centre,Jagtial,Kodimial,Nachupalle,18.643273,78.916094,,Health Sub Centre,100.0
TG-18-432,SubCentre Namilikonda,Sub Centre,Jagtial,Kodimial,Namilikonda,18.593587,78.967004,,Health Sub Centre,100.0
TG-18-380,SubCentre Nancherla,Sub Centre,Jagtial,Pegadapalli,Nancherla,18.727226,79.088409,,Health Sub Centre,100.0
TG-18-433,SubCentre Nookapalli,Sub Centre,Jagtial,Mallial,Nookapalle,18.718203,78.908314,,Health Sub Centre,100.0
TG-18-521,SubCentre Oddelingapur,Sub Centre,Jagtial,Raikal,Oddelingapur,18.958348,78.834672,,Health Sub Centre,100.0
TG-18-434,SubCentre Paidimadugu,Sub Centre,Jagtial,Korutla,Paidimadugu,18.872585,78.771844,,Health Sub Centre,100.0
TG-18-435,SubCentre Paidipalli,Sub Centre,Jagtial,Velgatur,Paidipalli,18.794499,79.232862,,Health Sub Centre,100.0
TG-18-436,SubCentre Pathagudur,Sub Centre,Jagtial,Endapalli,Pathagudur,18.758031,79.217906,,Health Sub Centre,100.0
TG-18-437,SubCentre Pegadapalli,Sub Centre,Jagtial,Pegadapalli,Pegadapalli,18.697916,79.072979,,Health Sub Centre,100.0
TG-18-482,SubCentre Pembatla,Sub Centre,Jagtial,Sarangapur,Pembetla,18.870341,78.937752,,Health Sub Centre,100.0
TG-18-440,SubCentre Porumalla,Sub Centre,Jagtial,Medipalle,Pormalla,18.857553,78.828186,,Health Sub Centre,100.0
TG-18-442,SubCentre Pudoor,Sub Centre,Jagtial,Kodimial,Pudur,18.624352,78.954043,,Health Sub Centre,100.0
TG-18-491,SubCentre Raghavapatnam,Sub Centre,Jagtial,Gollapalli,Raghavapatnam,18.765561,79.027777,,Health Sub Centre,100.0
TG-18-522,SubCentre Raikal-I,Sub Centre,Jagtial,Raikal,Raikal,18.905013,78.812779,,Health Sub Centre,100.0
TG-18-523,SubCentre Raikal-II,Sub Centre,Jagtial,Raikal,Raikal,18.905013,78.812779,,Health Sub Centre,100.0
TG-18-443,SubCentre Rampur,Sub Centre,Jagtial,Mallial,Rampur,18.740394,78.863554,,Health Sub Centre,100.0
TG-18-444,SubCentre Ramsagar,Sub Centre,Jagtial,Kodimial,Ramsagar,18.662236,78.902655,,Health Sub Centre,100.0
TG-18-483,SubCentre Rechapalli,Sub Centre,Jagtial,Sarangapur,Rechapalli,18.931619,78.930545,,Health Sub Centre,100.0
TG-18-381,SubCentre Regunta,Sub Centre,Jagtial,Mallapur,Regunta,18.936629,78.766748,,Health Sub Centre,100.0
TG-18-484,SubCentre Sarangapur,Sub Centre,Jagtial,Sarangapur,Sarangapur,18.933612,78.959228,,Health Sub Centre,100.0
TG-18-492,SubCentre Shekalla,Sub Centre,Jagtial,Buggaram,Shakalla,18.839154,79.070861,,Health Sub Centre,100.0
TG-18-485,SubCentre Talladharmaram,Sub Centre,Jagtial,Beerpur,Thalladharmaram,19.049462,78.973975,,Health Sub Centre,100.0
TG-18-446,SubCentre Thakkalapelly (M),Sub Centre,Jagtial,Mallial,Thakkallapalle,18.718122,78.995905,,Health Sub Centre,100.0
TG-18-501,SubCentre Thakkallapalli (K),Sub Centre,Jagtial,Kathlapur,Bommena,18.726251,78.728499,,Health Sub Centre,100.0
TG-18-502,SubCentre Thandriyal,Sub Centre,Jagtial,Kathlapur,Thandriyal,18.686832,78.715025,,Health Sub Centre,100.0
TG-18-447,SubCentre Thatipalli,Sub Centre,Jagtial,Mallial,Thatipalle,18.693976,78.984017,,Health Sub Centre,100.0
TG-18-450,SubCentre Thippaiahpally,Sub Centre,Jagtial,Kodimial,Thippaipalle,18.58581,78.922477,,Health Sub Centre,100.0
TG-18-486,SubCentre Thungur,Sub Centre,Jagtial,Beerpur,Thungur,19.017097,78.995275,,Health Sub Centre,100.0
TG-18-455,SubCentre Velgatur,Sub Centre,Jagtial,Velgatur,Velgatur,18.845732,79.170373,,Health Sub Centre,100.0
TG-18-456,SubCentre Vellulla,Sub Centre,Jagtial,Metpalli,Vellulla,18.821426,78.618594,,Health Sub Centre,100.0
TG-18-457,SubCentre Vempet,Sub Centre,Jagtial,Metpalli,Vempet,18.873454,78.655476,,Health Sub Centre,100.0
TG-18-459,SubCentre Venkatraopet,Sub Centre,Jagtial,Bheemaram,Venkataraopeta,18.727307,78.805983,,Health Sub Centre,100.0
TG-18-494,SubCentre Venugumatla,Sub Centre,Jagtial,Gollapalli,Venugumatla,18.834541,79.092043,,Health Sub Centre,100.0
TG-18-460,SubCentre Yakinpur,Sub Centre,Jagtial,Korutla,Yekinpur,18.795774,78.694415,,Health Sub Centre,100.0
TG-18-461,SubCentre Yellapur,Sub Centre,Jagtial,Pegadapalli,Yellapur,18.684383,79.111819,,Health Sub Centre,100.0
TG-18-462,SubCentre Yousufnagar,Sub Centre,Jagtial,Korutla,Yusufnagar,18.866575,78.672452,,Health Sub Centre,100.0
TG-18-411,SubCentre kishanraopet,Sub Centre,Jagtial,Velgatur,Kishanraopeta,18.818561,79.207046,,Health Sub Centre,100.0
TG-18-415,SubCentre korutla I,Sub Centre,Jagtial,Korutla,Korutla,18.826865,78.713999,,Health Sub Centre,100.0
TG-18-463,"SubCentre, Buggaram",Sub Centre,Jagtial,Buggaram,Buggaram,18.864965,79.048969,,Health Sub Centre,100.0
TG-18-464,"SubCentre, Dhramapuri-I",Sub Centre,Jagtial,Dharmapuri,Dharmapuri,18.948014,79.094788,,Health Sub Centre,100.0
TG-18-465,"SubCentre, Dhramapuri-II",Sub Centre,Jagtial,Dharmapuri,Dharmapuri,18.948014,79.094788,,Health Sub Centre,100.0
TG-18-466,"SubCentre, Donthapur",Sub Centre,Jagtial,Dharmapuri,Donthapur,19.040844,79.036961,,Health Sub Centre,100.0
TG-18-467,"SubCentre, Donur",Sub Centre,Jagtial,Dharmapuri,Donur,18.983439,79.034396,,Health Sub Centre,100.0
TG-18-468,"SubCentre, Gopulapur",Sub Centre,Jagtial,Buggaram,Gopulapuram,18.857403,79.082158,,Health Sub Centre,100.0
TG-18-469,"SubCentre, Jaina",Sub Centre,Jagtial,Dharmapuri,Jaina,19.014743,79.078628,,Health Sub Centre,100.0
TG-18-470,"SubCentre, Nakkalapet",Sub Centre,Jagtial,Dharmapuri,Rajaram,18.971145,79.060268,,Health Sub Centre,100.0
TG-18-472,"SubCentre, Rajaram",Sub Centre,Jagtial,Dharmapuri,Rajaram,18.987311,79.085689,,Health Sub Centre,100.0
TG-18-473,"SubCentre, Sirikonda",Sub Centre,Jagtial,Kathlapur,Sirkonda,18.768274,78.695332,,Health Sub Centre,100.0
TG-18-475,"SubCentre, Thimmapur",Sub Centre,Jagtial,Dharmapuri,Thimmapur,18.915381,79.121819,,Health Sub Centre,100.0
TG-18-476,"SubCentre, Velgonda",Sub Centre,Jagtial,Buggaram,Velgonda,18.897536,79.054619,,Health Sub Centre,100.0
TG-18-386,Subcentre Anthargam,Sub Centre,Jagtial,Jagityal_Rural,Anthargaon,18.765252,78.887092,,Health Sub Centre,100.0
TG-18-389,Subcentre Bandalingapur,Sub Centre,Jagtial,Metpalli,Rajeshwar Rao pet,18.818405,78.569326,,Health Sub Centre,100.0
TG-18-392,Subcentre Chelgal,Sub Centre,Jagtial,Jagityal_Rural,Chelgal,18.81367,78.87648,,Health Sub Centre,100.0
TG-18-504,Subcentre Chittapoor,Sub Centre,Jagtial,Mallapur,Chittapur,18.890527,78.695179,,Health Sub Centre,100.0
TG-18-395,Subcentre Dabba,Sub Centre,Jagtial,Ibrahimpatnam,Dabba,18.883793,78.549349,,Health Sub Centre,100.0
TG-18-397,Subcentre Dharoor,Sub Centre,Jagtial,Jagtial,Dharur,18.763156,78.913265,,Health Sub Centre,100.0
TG-18-399,Subcentre Erdandi,Sub Centre,Jagtial,Ibrahimpatnam,Erdandi,18.9468,78.558919,,Health Sub Centre,100.0
TG-18-400,Subcentre Godur,Sub Centre,Jagtial,Ibrahimpatnam,Godur,18.892807,78.621812,,Health Sub Centre,100.0
TG-18-403,Subcentre Ibrahimpatnam,Sub Centre,Jagtial,Ibrahimpatnam,Ibrahimpatnam,18.90696,78.581699,,Health Sub Centre,100.0
TG-18-404,Subcentre Ibrahimpatnam II,Sub Centre,Jagtial,Ibrahimpatnam,Ibrahimpatnam,18.906146,78.582943,,Health Sub Centre,100.0
TG-18-405,Subcentre Jabithapur,Sub Centre,Jagtial,Jagityal_Rural,Jabithapur,18.787363,78.975486,,Health Sub Centre,100.0
TG-18-408,Subcentre Kalleda,Sub Centre,Jagtial,Jagityal_Rural,Kalleda,18.853661,79.006582,,Health Sub Centre,100.0
TG-18-417,Subcentre Laxmipur,Sub Centre,Jagtial,Jagityal_Rural,Laxmipuram,18.80743,78.980434,,Health Sub Centre,100.0
TG-18-421,Subcentre Maidipally,Sub Centre,Jagtial,Metpalli,Medipalli (w),18.836765,78.5922,,Health Sub Centre,100.0
TG-18-505,Subcentre Mallapur,Sub Centre,Jagtial,Mallapur,Mallapur,18.968734,78.705103,,Health Sub Centre,100.0
TG-18-506,Subcentre Mogilipeta,Sub Centre,Jagtial,Mallapur,Mogalpet,18.967145,78.655476,,Health Sub Centre,100.0
TG-18-430,Subcentre Mothe,Sub Centre,Jagtial,Jagtial,Mothe,18.788626,78.935189,,Health Sub Centre,100.0
TG-18-507,Subcentre Muthyampet,Sub Centre,Jagtial,Mallial,Muthyampeta,18.689914,78.93731,,Health Sub Centre,100.0
TG-18-503,Subcentre New Dharmarajpally,Sub Centre,Jagtial,Mallapur,Damarajapalli,19.016844,78.707814,,Health Sub Centre,100.0
TG-18-438,Subcentre Polasa,Sub Centre,Jagtial,Jagityal_Rural,Polasa,18.831068,78.959228,,Health Sub Centre,100.0
TG-18-508,Subcentre Raghavapeta,Sub Centre,Jagtial,Mallapur,Raghavapeta,18.921227,78.658118,,Health Sub Centre,100.0
TG-18-510,Subcentre Satharam,Sub Centre,Jagtial,Mallapur,Sataram,18.902714,78.746395,,Health Sub Centre,100.0
TG-18-511,Subcentre Sirpur,Sub Centre,Jagtial,Mallapur,Sirpur,18.936332,78.678166,,Health Sub Centre,100.0
TG-18-445,Subcentre Thakkalapally,Sub Centre,Jagtial,Jagityal_Rural,Takkallapalli,18.853091,78.984675,,Health Sub Centre,100.0
TG-18-448,Subcentre Thatipalli,Sub Centre,Jagtial,Jagityal_Rural,Thatipalli,18.805081,78.843219,,Health Sub Centre,100.0
TG-18-451,Subcentre Thippannapet,Sub Centre,Jagtial,Jagtial,Tippannapet,18.825606,78.928775,,Health Sub Centre,100.0
TG-18-454,Subcentre Varshakonda,Sub Centre,Jagtial,Ibrahimpatnam,Varshakonda,18.910996,78.535509,,Health Sub Centre,100.0
TG-18-512,Subcentre Vempally,Sub Centre,Jagtial,Mallapur,Vempalli Venkata Raopeta,18.973913,78.781285,,Health Sub Centre,100.0
TG-18-458,Subcentre Vemulakurthy,Sub Centre,Jagtial,Ibrahimpatnam,Vemulakurthi,18.964903,78.599195,,Health Sub Centre,100.0
TG-8-26,Government General Hospital,Teaching Hospital,Jagtial,Jagtial,Jagityal,18.798684,78.91988,Director of Medical Education,Medical Colleges,100.0
TG-15-113,Allamayyagutta,Urban Primary Health Centre,Jagtial,Jagtial,Jagityal,18.80246,78.909455,,Urban Primary Health Centre,100.0
TG-15-257,Dharmapuri (New Nerella),Urban Primary Health Centre,Jagtial,Jagtial,Mothe,18.791797,78.919571,,Urban Primary Health Centre,100.0
TG-15-109,JS Ramwell,Urban Primary Health Centre,Jagtial,Jagtial,Mothe,18.79,78.92,,Urban Primary Health Centre,100.0
TG-15-111,Khillagadda,Urban Primary Health Centre,Jagtial,Jagtial,Jagityal,18.802066,78.907639,,Urban Primary Health Centre,100.0
TG-15-112,Mothewada,Urban Primary Health Centre,Jagtial,Jagtial,Jagityal,18.802429,78.91821,,Urban Primary Health Centre,100.0
TG-15-110,Sai Ram Colony metpally,Urban Primary Health Centre,Jagtial,Jagtial,Jagityal,18.80249,78.9007,,Urban Primary Health Centre,100.0
TG-15-256,UPHC J.S. Ram Well(UPHC),Urban Primary Health Centre,Jagtial,Jagtial,Mothe,18.79,78.92,,Urban Primary Health Centre,100.0
TG-10-16,"AH, Station Ghanpur",Area Hospital,Jangoan,Ghanpur (Stn),Ghanpur (Stn),17.85118,79.37249,TVVP,Area Hospital,100.0
TG-13-186,Mee Seva Building,Basti Dawakhana,Jangoan,Jangoan,Jangoan,17.722403,79.156616,,Basti Dawakhana,100.0
TG-16-14,CHC Bachanapeta,Community Health Centre,Jangoan,Bachannapet,Bachannapet,17.78676,79.02701,TVVP,Community Health Centre,100.0
TG-16-13,CHC Jaffurgad,Community Health Centre,Jangoan,Zaffergadh,Zaffargadh,17.77037,79.48621,TVVP,Community Health Centre,100.0
TG-16-12,CHC Palakurthy,Community Health Centre,Jangoan,Palakurthy,Palakurthy,17.655729,79.430048,TVVP,Community Health Centre,100.0
TG-17-356,PHC Bachannapet,Primary Health Centre,Jangoan,Bachannapet,Bachannapet,17.788655,79.025835,,Primary Health Centre,100.0
TG-17-428,PHC Devaruppula,Primary Health Centre,Jangoan,Devaruppula,Devaruppula,17.530765,79.359756,,Primary Health Centre,100.0
TG-17-432,PHC Ghanpur(Station),Primary Health Centre,Jangoan,Ghanpur (Stn),Ghanpur (Stn),17.850972,79.372677,,Primary Health Centre,100.0
TG-17-435,PHC Ippaguda,Primary Health Centre,Jangoan,Ghanpur (Stn),Ippagudem,17.765344,79.375946,,Primary Health Centre,100.0
TG-17-474,PHC Kodakandla,Primary Health Centre,Jangoan,Kodakandla,Kodakandla,17.529256,79.511999,,Primary Health Centre,100.0
TG-17-420,PHC Komalla,Primary Health Centre,Jangoan,Ragunathpally,Komalla,17.780282,79.300768,,Primary Health Centre,100.0
TG-17-398,PHC Lingalaghanpur,Primary Health Centre,Jangoan,Lingalaghanpur,Lingalaghanpur,17.662047,79.196998,,Primary Health Centre,100.0
TG-17-416,PHC Malkapur,Primary Health Centre,Jangoan,Chilpur,Malkapur,17.944919,79.294715,,Primary Health Centre,100.0
TG-17-388,PHC Narmetta,Primary Health Centre,Jangoan,Narmetta,Narmetta,17.885038,79.167265,,Primary Health Centre,100.0
TG-17-367,PHC Obulkeshwapur,Primary Health Centre,Jangoan,Jangoan,Oblakeshvapur,17.750811,79.074263,,Primary Health Centre,100.0
TG-17-446,PHC Palakurthy,Primary Health Centre,Jangoan,Palakurthy,Palakurthy,17.655591,79.4301,,Primary Health Centre,100.0
TG-17-411,PHC Raghunathpally,Primary Health Centre,Jangoan,Ragunathpally,Ragunathpally,17.757972,79.255952,,Primary Health Centre,100.0
TG-17-460,"PHC, Kunur",Primary Health Centre,Jangoan,Zaffergadh,Kunoor,17.847974,79.477595,,Primary Health Centre,100.0
TG-17-418,PHCThatikonda,Primary Health Centre,Jangoan,Ghanpur (Stn),Thatikonda,17.864839,79.298138,,Primary Health Centre,100.0
TG-17-464,PHc Zaffergadh,Primary Health Centre,Jangoan,Zaffergadh,Zaffargadh,17.770444,79.486219,,Primary Health Centre,100.0
TG-18-524,Abdulnagaram,Sub Centre,Jangoan,Tharigoppula,Abdulnagaram,17.929916,79.229607,,Health Sub Centre,100.0
TG-18-526,Ankusahapur,Sub Centre,Jangoan,Tharigoppula,Ankushapuram,17.969819,79.159086,,Health Sub Centre,100.0
TG-18-527,Bonthagattu nagaram,Sub Centre,Jangoan,Tharigoppula,Bonthaghattunagaram,17.972132,79.213392,,Health Sub Centre,100.0
TG-18-528,Gandiramaram,Sub Centre,Jangoan,Narmetta,Gandiramaram,17.902964,79.204931,,Health Sub Centre,100.0
TG-18-529,Hanmanthapur,Sub Centre,Jangoan,Narmetta,Hanmanthapur,17.85568,79.156264,,Health Sub Centre,100.0
TG-18-530,Machupahad,Sub Centre,Jangoan,Narmetta,Machupahad,17.867137,79.217623,,Health Sub Centre,100.0
TG-18-531,Narmetta,Sub Centre,Jangoan,Narmetta,Narmetta,17.88814,79.161908,,Health Sub Centre,100.0
TG-18-532,Solipur,Sub Centre,Jangoan,Tharigoppula,Solipuram,17.951805,79.15062,,Health Sub Centre,100.0
TG-18-596,SubCentre Abadi Ghanpur,Sub Centre,Jangoan,Ghanpur (Stn),Shivunipalli,17.843373,79.382958,,Health Sub Centre,100.0
TG-18-587,SubCentre Alimpur,Sub Centre,Jangoan,Bachannapet,Alimpur,17.8266,79.015767,,Health Sub Centre,100.0
TG-18-588,SubCentre Bachannapet-I,Sub Centre,Jangoan,Bachannapet,Bachannapet,17.789219,79.03908,,Health Sub Centre,100.0
TG-18-589,SubCentre Bachannapet-II,Sub Centre,Jangoan,Bachannapet,Bachannapet,17.789219,79.03908,,Health Sub Centre,100.0
TG-18-534,SubCentre Chilpur,Sub Centre,Jangoan,Chilpur,Pallagutta,17.888423,79.325462,,Health Sub Centre,100.0
TG-18-620,SubCentre Chinna Madur,Sub Centre,Jangoan,Devaruppula,Madoorkalan,17.626456,79.299209,,Health Sub Centre,100.0
TG-18-535,SubCentre Chinnapendyal,Sub Centre,Jangoan,Chilpur,Chinnapendyala,17.889855,79.404271,,Health Sub Centre,100.0
TG-18-619,SubCentre Dharmapur,Sub Centre,Jangoan,Devaruppula,Dharamapur,17.589867,79.397097,,Health Sub Centre,100.0
TG-18-609,SubCentre Gangupahad,Sub Centre,Jangoan,Jangoan,Gangupahad,17.787539,79.139331,,Health Sub Centre,100.0
TG-18-598,SubCentre Ippagudem,Sub Centre,Jangoan,Ghanpur (Stn),Ippagudem,17.767289,79.377093,,Health Sub Centre,100.0
TG-18-621,SubCentre Kadavendi,Sub Centre,Jangoan,Devaruppula,Kadavendi,17.575139,79.337597,,Health Sub Centre,100.0
TG-18-591,SubCentre Kodavatoor,Sub Centre,Jangoan,Bachannapet,Kodavatoor,17.829683,79.057444,,Health Sub Centre,100.0
TG-18-610,SubCentre Komalla,Sub Centre,Jangoan,Ragunathpally,Komalla,17.776142,79.302893,,Health Sub Centre,100.0
TG-18-599,SubCentre Komatigudem,Sub Centre,Jangoan,Ghanpur (Stn),Ippagudem,17.726588,79.351836,,Health Sub Centre,100.0
TG-18-592,SubCentre Konney,Sub Centre,Jangoan,Bachannapet,Konne,17.815852,78.954986,,Health Sub Centre,100.0
TG-18-600,SubCentre Krishnajigudem,Sub Centre,Jangoan,Chilpur,Krishnajigudem,17.885513,79.298667,,Health Sub Centre,100.0
TG-18-536,SubCentre Malkapur,Sub Centre,Jangoan,Chilpur,Malkapur,17.939522,79.297258,,Health Sub Centre,100.0
TG-18-611,SubCentre Marrigadi,Sub Centre,Jangoan,Ragunathpally,Quileshapur,17.789141,79.194353,,Health Sub Centre,100.0
TG-18-601,SubCentre Meedikonda,Sub Centre,Jangoan,Ghanpur (Stn),Meedigonda,17.832129,79.317479,,Health Sub Centre,100.0
TG-18-602,SubCentre Namiligondaa,Sub Centre,Jangoan,Ghanpur (Stn),Namilakonda,17.827686,79.403567,,Health Sub Centre,100.0
TG-18-603,SubCentre Nashkal,Sub Centre,Jangoan,Chilpur,Nashkal,17.888498,79.432545,,Health Sub Centre,100.0
TG-18-612,SubCentre Obulkeshavapur,Sub Centre,Jangoan,Jangoan,Oblakeshvapur,17.751937,79.077216,,Health Sub Centre,100.0
TG-18-604,SubCentre Pallagutta,Sub Centre,Jangoan,Chilpur,Pallagutta,17.882604,79.325431,,Health Sub Centre,100.0
TG-18-613,SubCentre Peddamcherla,Sub Centre,Jangoan,Jangoan,Peddaramancherla,17.733172,79.068036,,Health Sub Centre,100.0
TG-18-614,SubCentre Peddapahad,Sub Centre,Jangoan,Jangoan,Peddapahad,17.778718,79.099102,,Health Sub Centre,100.0
TG-18-615,SubCentre Pembarthy,Sub Centre,Jangoan,Jangoan,Pembarthy,17.689903,79.116748,,Health Sub Centre,100.0
TG-18-594,SubCentre Pochannapet,Sub Centre,Jangoan,Bachannapet,Pochannapeta,17.752478,79.034842,,Health Sub Centre,100.0
TG-18-537,SubCentre Rajavaram,Sub Centre,Jangoan,Chilpur,Rajavaram,17.897687,79.372754,,Health Sub Centre,100.0
TG-18-605,SubCentre S.C. Basthi,Sub Centre,Jangoan,Ghanpur (Stn),Ghanpur (Stn),17.854768,79.377529,,Health Sub Centre,100.0
TG-18-606,SubCentre Samudrala,Sub Centre,Jangoan,Ghanpur (Stn),Samudrala,17.757841,79.395827,,Health Sub Centre,100.0
TG-18-623,SubCentre Seetharampur,Sub Centre,Jangoan,Devaruppula,Kadavendi,17.559142,79.330139,,Health Sub Centre,100.0
TG-18-607,SubCentre Shivunipally,Sub Centre,Jangoan,Ghanpur (Stn),Shivunipalli,17.844074,79.382456,,Health Sub Centre,100.0
TG-18-616,SubCentre Siddankai,Sub Centre,Jangoan,Jangoan,Siddenki,17.714233,79.094866,,Health Sub Centre,100.0
TG-18-624,SubCentre Signrajpally,Sub Centre,Jangoan,Devaruppula,Singarajpalle,17.591492,79.264848,,Health Sub Centre,100.0
TG-18-538,SubCentre Sripathipally,Sub Centre,Jangoan,Chilpur,Sreepathipalli,17.957331,79.216711,,Health Sub Centre,100.0
TG-18-595,SubCentre Thammadapally,Sub Centre,Jangoan,Bachannapet,Tammadapalle,17.771797,79.073332,,Health Sub Centre,100.0
TG-18-608,SubCentre Thatikonda,Sub Centre,Jangoan,Ghanpur (Stn),Thatikonda,17.868891,79.288804,,Health Sub Centre,100.0
TG-18-617,SubCentre Vadlakonda,Sub Centre,Jangoan,Jangoan,Wadlakonda,17.754639,79.138625,,Health Sub Centre,100.0
TG-18-618,SubCentre Yerragollapahad,Sub Centre,Jangoan,Jangoan,Yerragollapahad,17.823574,79.183069,,Health Sub Centre,100.0
TG-18-597,SubCentre chagal,Sub Centre,Jangoan,Ghanpur (Stn),Chagal,17.831377,79.35078,,Health Sub Centre,100.0
TG-18-539,"SubCentre, Ashwaraopalli",Sub Centre,Jangoan,Ragunathpally,Ashwaraopalle,17.811111,79.261325,,Health Sub Centre,100.0
TG-18-540,"SubCentre, Banajipet",Sub Centre,Jangoan,Ragunathpally,Bhanjipeta,17.717166,79.283625,,Health Sub Centre,100.0
TG-18-541,"SubCentre, Bommera",Sub Centre,Jangoan,Palakurthy,Bommera,17.697523,79.442259,,Health Sub Centre,100.0
TG-18-542,"SubCentre, Cheetur",Sub Centre,Jangoan,Ragunathpally,Koduru,17.679112,79.318389,,Health Sub Centre,100.0
TG-18-543,"SubCentre, Chennur",Sub Centre,Jangoan,Palakurthy,Chennur,17.596733,79.428895,,Health Sub Centre,100.0
TG-18-544,"SubCentre, Dardepally",Sub Centre,Jangoan,Palakurthy,Dardepalle,17.648907,79.461951,,Health Sub Centre,100.0
TG-18-625,"SubCentre, Devaruppula",Sub Centre,Jangoan,Devaruppula,Devaruppula,17.548642,79.358963,,Health Sub Centre,100.0
TG-18-545,"SubCentre, Edunuthulla",Sub Centre,Jangoan,Kodakandla,Edunuthala,17.572644,79.49162,,Health Sub Centre,100.0
TG-18-546,"SubCentre, Eravennu",Sub Centre,Jangoan,Palakurthy,Iravennu,17.688561,79.371195,,Health Sub Centre,100.0
TG-18-547,"SubCentre, Fatheshapur",Sub Centre,Jangoan,Chilpur,Fathepur,17.895792,79.259915,,Health Sub Centre,100.0
TG-18-548,"SubCentre, Gabbeta",Sub Centre,Jangoan,Ragunathpally,Gabbeta,17.710479,79.317684,,Health Sub Centre,100.0
TG-18-550,"SubCentre, Jeedical",Sub Centre,Jangoan,Lingalaghanpur,Jeedikal,17.605003,79.168339,,Health Sub Centre,100.0
TG-18-202,"SubCentre, Kachanapalli",Sub Centre,Jangoan,Ragunathpally,Kanchanpalle,17.745847,79.309937,,Health Sub Centre,100.0
TG-18-551,"SubCentre, Kallem",Sub Centre,Jangoan,Lingalaghanpur,Kallem,17.660747,79.15697,,Health Sub Centre,100.0
TG-18-552,"SubCentre, Kanchanpalli-I",Sub Centre,Jangoan,Ragunathpally,Kanchanpalle,17.745847,79.309937,,Health Sub Centre,100.0
TG-18-553,"SubCentre, Kanchanpalli-ll",Sub Centre,Jangoan,Ragunathpally,Kanchanpalle,17.745847,79.309937,,Health Sub Centre,100.0
TG-18-554,"SubCentre, Kodakandla",Sub Centre,Jangoan,Kodakandla,Kodakandla,17.532918,79.505538,,Health Sub Centre,100.0
TG-18-626,"SubCentre, Kolukonda",Sub Centre,Jangoan,Devaruppula,Kolkonda,17.67373,79.340219,,Health Sub Centre,100.0
TG-18-556,"SubCentre, Kundaram",Sub Centre,Jangoan,Lingalaghanpur,Kundaram,17.68894,79.257801,,Health Sub Centre,100.0
TG-18-557,"SubCentre, Kunoor",Sub Centre,Jangoan,Zaffergadh,Kunoor,17.844279,79.480232,,Health Sub Centre,100.0
TG-18-558,"SubCentre, Kuruchapalli",Sub Centre,Jangoan,Ragunathpally,Kuruchapalle,17.791072,79.348668,,Health Sub Centre,100.0
TG-18-560,"SubCentre, Lingala Ghanpur",Sub Centre,Jangoan,Lingalaghanpur,Lingalaghanpur,17.657288,79.197411,,Health Sub Centre,100.0
TG-18-561,"SubCentre, Manchuppula",Sub Centre,Jangoan,Palakurthy,Manchuppula,17.588486,79.452106,,Health Sub Centre,100.0
TG-18-562,"SubCentre, Mekalagartu",Sub Centre,Jangoan,Ragunathpally,Mekalagattu,17.836895,79.19929,,Health Sub Centre,100.0
TG-18-563,"SubCentre, Mutharam",Sub Centre,Jangoan,Palakurthy,Mutharam,17.601916,79.474039,,Health Sub Centre,100.0
TG-18-565,"SubCentre, Nellutla",Sub Centre,Jangoan,Lingalaghanpur,Nellutla,17.703047,79.195764,,Health Sub Centre,100.0
TG-18-566,"SubCentre, Nidigonda",Sub Centre,Jangoan,Ragunathpally,Nidigonda,17.734817,79.228902,,Health Sub Centre,100.0
TG-18-567,"SubCentre, Palakurthy",Sub Centre,Jangoan,Palakurthy,Palakurthy,17.659909,79.431084,,Health Sub Centre,100.0
TG-18-627,"SubCentre, Peddamadur",Sub Centre,Jangoan,Devaruppula,Madoorkhurd,17.600867,79.302893,,Health Sub Centre,100.0
TG-18-568,"SubCentre, Quilashapur",Sub Centre,Jangoan,Ragunathpally,Quileshapur,17.792556,79.229607,,Health Sub Centre,100.0
TG-18-569,"SubCentre, Raghunathpalli S/c",Sub Centre,Jangoan,Ragunathpally,Ragunathpally,17.76028,79.253573,,Health Sub Centre,100.0
TG-18-570,"SubCentre, Raghunathpally",Sub Centre,Jangoan,Zaffergadh,Raghunathpalle,17.867826,79.483044,,Health Sub Centre,100.0
TG-18-571,"SubCentre, Ramavaram",Sub Centre,Jangoan,Kodakandla,Ramavaram,17.53013,79.459496,,Health Sub Centre,100.0
TG-18-572,"SubCentre, Siripuram",Sub Centre,Jangoan,Lingalaghanpur,Siripuram,17.633675,79.161406,,Health Sub Centre,100.0
TG-18-573,"SubCentre, Suraram",Sub Centre,Jangoan,Zaffergadh,Suraram,17.760132,79.438039,,Health Sub Centre,100.0
